"School Name","BoroughCode","Geographical District","Project Description","Construction Award","Project type","Building ID","Building Address","City","Postcode","Borough","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)","Location 1"
"P.S. 20 - STATEN ISLAND","R","31","ROOFS / EXTERIOR MASONRY / PARAPETS","3,843,919","CIP","R020","161 PARK AVENUE","Staten Island","10128","STATEN IS","40.636598","-74.132919","501","49","5106979","5010200001","20702","SI0106","(40.636598, -74.132919)"
"I.S. 126 - QUEENS","Q","30","FY23 RESO A SCIENCE LAB / PATH OF TRAVEL RESO A SCIENCE LAB","754,948","CIP","Q126","31-51 21 STREET","Queens","10128","QUEENS","40.766264","-73.930709","401","22","4006382","4005530001","77","QN0102","(40.766264, -73.930709)"
"BROOKLYN HS OF THE ARTS - BROOKLYN","K","15","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6,277,000","CIP","K656","500 PACIFIC STREET","Brooklyn","10128","BROOKLYN","40.684504","-73.980678","302","33","3001189","3001920001","39","BK0202","(40.684504, -73.980678)"
"I.S. 234 - BROOKLYN","K","22","PARAPETS / WINDOWS / EXTERIOR MASONRY","9,978,000","CIP","K234","1875 EAST 17 STREET","Brooklyn","10128","BROOKLYN","40.60422","-73.955485","315","48","3184057","3068210244","558","BK1502","(40.60422, -73.955485)"
"P.S. 4 - MANHATTAN","M","6","RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND","609,000","CIP","M004","500 WEST 160 STREET","Manhattan","10128","MANHATTAN","40.834899","-73.941085","112","10","1062792","1021180022","245","MN1201","(40.834899, -73.941085)"
"P.S. 94 - BROOKLYN","K","15","VENTILATION / FIRE ALARM SYSTEM REPLACEMENT / BMS UPGRADE","8,841,000","CIP","K094","5010 6 AVENUE","Brooklyn","10128","BROOKLYN","40.64366","-74.008252","307","38","3332126","3007920026","98","BK0703","(40.64366, -74.008252)"
"P.S. 299 - BROOKLYN","K","32","FULL PROGRAM ACCESSIBILITY / PA SYSTEM REPLACEMENT","12,777,000","CIP","K299","88 WOODBINE STREET","Brooklyn","10128","BROOKLYN","40.691077","-73.918152","304","37","3076734","3033580001","399","BK0402","(40.691077, -73.918152)"
"I.S. 303 - BROOKLYN","K","21","ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION","11,000,000","CIP","K303","501 WEST AVENUE","Brooklyn","10128","BROOKLYN","40.5825","-73.973122","313","47","3196292","3072500025","354","BK1302","(40.5825, -73.973122)"
"EDUCATIONAL CAMPUS @ 500 19 STREET - BROOKLYN","K","15","Lease","10,100,000","CAP","K280","500 19 STREET","Brooklyn","11215","BROOKLYN","40.656944","-73.983115","307","39","3017307","3008890001","1502","BK0701","(40.656944, -73.983115)"
"FORT HAMILTON HS - K","K","20","IDA FLOOD ELIMINATION / IDA HEATING PLANT UPGRADE / IDA CLIMATE CONTROL / NON-IDA CLIMATE CONTROL / IDA INTERIOR SPACES / IDA POOL BOILER / IDA ELECTRICAL SYSTEMS / PATH OF TRAVEL IDA INTERIOR SPACES","24,474,000","CIP","K490","8301 SHORE ROAD","Brooklyn","10128","BROOKLYN","40.627898","-74.039985","310","47","3152318","3060130001","46","BK1001","(40.627898, -74.039985)"
"P.S. 123 - BROOKLYN","K","32","FULL PROGRAM ACCESSIBILITY / MECHANICAL VENTILATION","17,541,000","CIP","K123","100 IRVING AVENUE","Brooklyn","10128","BROOKLYN","40.703767","-73.922702","304","34","3072966","3032100001","445","BK0401","(40.703767, -73.922702)"
"X000 - BRONX","X","8","ATHLETIC FIELD/FIELD HOUSE / DEP GREEN INFRASTRUCTURE","26,498,950","CIP","X451","1980 LAFAYETTE AVENUE","Bronx","10128","BRONX","40.82229","-73.856167","209","18","2022205","2036040039","16","BX0902","(40.82229, -73.856167)"
"P.S. 43 - BRONX","X","7","FULL PROGRAM ACCESSIBILITY / ROOFS","17,088,000","CIP","X043","165 BROWN PLACE","Bronx","10128","BRONX","40.806351","-73.921196","201","8","2000205","2022800040","25","BX0101","(40.806351, -73.921196)"
"P.S. 139 - BROOKLYN","K","22","EXTERIOR MASONRY","399,314","CIP","K139","330 RUGBY ROAD","Brooklyn","10128","BROOKLYN","40.641937","-73.965523","314","40","3328235","3051440064","1522","BK1402","(40.641937, -73.965523)"
"P.S. 46 - MANHATTAN","M","5","FULL PROGRAM ACCESSIBILITY","11,997,400","CIP","M046","2987 FREDERICK DOUGLASS BOULEVARD","Manhattan","10128",,,,,,,,,,
"P.S. 62 - QUEENS","Q","27","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","10,546,400","CIP","Q062","97-25 108 STREET","Queens","10128","QUEENS","40.688577","-73.836162","409","29","4197909","4094100001","110","QN0903","(40.688577, -73.836162)"
"K370 SPED - BROOKLYN","K","21","EXTERIOR MASONRY","1,970,249","CIP","K370","3000 WEST 1 STREET","Brooklyn","10128","BROOKLYN","40.57752","-73.969517","313","48","3196587","3072740107","35602","BK1302","(40.57752, -73.969517)"
"P.S. 83 - MANHATTAN","M","4","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","5,984,000","CIP","M083","219 EAST 109 STREET","Manhattan","10128","MANHATTAN","40.793194","-73.942548","111","8","1052436","1016590012","180","MN1102","(40.793194, -73.942548)"
"I.S. 35 - BROOKLYN","K","16","FY18 RESO A AUDITORIUM UPGRADE","28,000","CIP","K035","272 MACDONOUGH STREET","Brooklyn","10128","BROOKLYN","40.681904","-73.935895","303","36","3047054","3016740011","273","BK0302","(40.681904, -73.935895)"
"I.S. 302 - BRONX","X","8","FY20 RESO A IPDVS CAMERA INSTALLATION / FY20 RESO A IPDVS CAMERA INSTALLATION / FY20 RESO A IPDVS CAMERA INSTALLATION","700,500","CIP","X052","681 KELLY STREET","Bronx","10128","BRONX","40.815429","-73.902139","202","17","2005133","2026860020","83","BX0202","(40.815429, -73.902139)"
"P.S. 207 - BROOKLYN","K","22","FY24 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE","805,800.04","CIP","K207","4011 FILLMORE AVENUE","Brooklyn","10128","BROOKLYN","40.613353","-73.930129","318","46","3239388","3084840001","652","BK1802","(40.613353, -73.930129)"
"J. K. ONASSIS HS FOR INT CAREERS-M","M","2","LSP - FY22 RESO A ELECTRICAL UPGRADE","122,000","CIP","M486","120 WEST 46 STREET","Manhattan","10128","MANHATTAN","40.757729","-73.983078","105","4","1069583","1009980041","119","MN0502","(40.757729, -73.983078)"
"P.S. 178 - BRONX","X","11","FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT","6,831,000","CIP","X178","850 BAYCHESTER AVENUE","Bronx","10128","BRONX","40.875894","-73.83386","210","12","2116161","2051410150","46205","BX1004","(40.875894, -73.83386)"
"J.H.S. 25 - QUEENS","Q","25","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7,975,000","CIP","Q025","34-65 192 STREET","Queens","10128","QUEENS","40.765133","-73.790083","411","19","4119139","4052610001","1139","QN1101","(40.765133, -73.790083)"
"NEW DORP HS - STATEN ISLAND","R","31","REPLACE SINGLE STAGE STEAM ABSORBER / HOT WATER HEATER REPLACEMENT / AIR CONDITIONING / COVID VENTILATION / COVID BMS REPLACEMENT","16,775,000","CIP","R435","465 NEW DORP LANE","Staten Island","10128","STATEN IS","40.569393","-74.107737","502","50","5055367","5039300010","11204","SI9592","(40.569393, -74.107737)"
"ELM TREE ELEMENTARY SCHOOL","Q","24","FY22 RESO A PLAYGROUND UPGRADE","242,000","CIP","Q298","50-51 98TH STREET","Queens","10128","QUEENS","40.742167","-73.864109","404","21","4620049","4018910001","44302","QN0402","(40.742167, -73.864109)"
"P.S./I.S. 173 - MANHATTAN","M","6","FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS","9,926,550","CIP","M173","306 FORT WASHINGTON AVENUE","Manhattan","10128","MANHATTAN","40.845469","-73.940468","112","10","1063503","1021420154","263","MN1201","(40.845469, -73.940468)"
"I.S. 424 - BRONX","X","8","IPDVS CAMERA INSTALLATION","197,200","CIP","X074","730 BRYANT AVENUE","Bronx","10128","BRONX","40.815455","-73.88577","202","17","2006566","2027630279","11701","BX0201","(40.815455, -73.88577)"
"P.S. 212 - QUEENS","Q","30","IPDVS INSTALLATIONS","150,810.41","CIP","Q212","34-25 82ND STREET","Queens","10128","QUEENS","40.753078","-73.884906","403","25","4437128","4014430019","283","QN0301","(40.753078, -73.884906)"
"P.S. 90 - QUEENS","Q","27","AUDITORIUM UPGRADE","929,000","CIP","Q090","86-50 109 STREET","Queens","10128","QUEENS","40.697033","-73.839213","409","29","4192167","4092040028","128","QN0902","(40.697033, -73.839213)"
"BENJAMIN N. CARDOZO HS - QUEENS","Q","26","TCU REMOVAL/PLAYGROUND REDEVELOPMENT","224,100","CIP","Q469","221-15 58TH AVENUE","Queens","10128","QUEENS","40.751122","-73.756912","411","23","4619619","4075290001","138501","QN1102","(40.751122, -73.756912)"
"BACCALAUREATE SCL FOR GLOBAL ED-Q","Q","30","LSP- DOMESTIC HOT WATER HEATER REPLACEMENT","213,968.76","CIP","Q798","34-12 36TH AVENUE","Queens","10128","QUEENS","40.755366","-73.927169","401","26","4009499","4006340036","55","QN0105","(40.755366, -73.927169)"
"I.S. 61 - BROOKLYN","K","17","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT","73,929,000","CIP","K061","400 EMPIRE BOULEVARD","Brooklyn","10128","BROOKLYN","40.664007","-73.94922","309","40","3337872","3013160015","329","BK0902","(40.664007, -73.94922)"
"P.S. 28 - BRONX","X","9","DETERIORATED METAL ARCH CEILING & BEAMS / FULL PROGRAM ACCESSIBILITY / ELECTRICAL SERVICE UPGRADE / EXTERIOR MASONRY / WINDOWS","37,799,000","CIP","X028","1861 ANTHONY AVENUE","Bronx","10128","BRONX","40.848057","-73.903522","205","15","2007603","2028040031","23302","BX0502","(40.848057, -73.903522)"
"JAMES MADISON HS - BROOKLYN","K","22","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","39,350,000","CIP","K425","3787 BEDFORD AVENUE","Brooklyn","10128","BROOKLYN","40.609912","-73.948512","315","48","3182721","3067880001","642","BK1502","(40.609912, -73.948512)"
"P.S. 152 - BRONX","X","8","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","599,500","CIP","X152","1007 EVERGREEN AVENUE","Bronx","10128","BRONX","40.824024","-73.880032","209","17","2023336","2037110001","52","BX0901","(40.824024, -73.880032)"
"HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPAT","X","7","STH SBHC","2,918,000","CIP","X655","455 SOUTHERN BOULEVARD","Bronx","10128","BRONX","40.810803","-73.907015","201","8","2003883","2025760026","35","BX0101","(40.810803, -73.907015)"
"P.S./I.S. 276 - MANHATTAN","M","2","IDA INTERIOR SPACES / IDA FLOOD ELIMINATION","711,500","CIP","M276","55 BATTERY PLACE","Manhattan","10128","MANHATTAN","40.70644","-74.017818","101","1","1087945","1000160040","31704","MN0101","(40.70644, -74.017818)"
"P.S. 154 - MANHATTAN","M","5","FIRE ALARM SYSTEM REPLACEMENT","660,000","CIP","M154","250 WEST 127 STREET","Manhattan","10128","MANHATTAN","40.810928","-73.948938","110","9","1058671","1019320010","224","MN1002","(40.810928, -73.948938)"
"P.S. 197 - QUEENS","Q","27","PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY21 RESO A PLAYGROUND UPGRADE / RETAINING WALL","533,210","CIP","Q197","825 HICKSVILLE ROAD","Queens","10128","QUEENS","40.600199","-73.743968","414","31","4298856","4155970001","101002","QN1401","(40.600199, -73.743968)"
"I.S. 98 - BRONX","X","12","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","8,384,000","CIP","X098","1619 BOSTON ROAD","Bronx","10128","BRONX","40.8359","-73.890458","203","15","2009867","2029390093","155","BX0303","(40.8359, -73.890458)"
"P.S. 4 - STATEN ISLAND","R","31","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6,877,000","CIP","R004","200 NEDRA LANE","Staten Island","10128","STATEN IS","40.552975","-74.194597","503","51","5079499","5060250030","17013","SI0303","(40.552975, -74.194597)"
"P.S./I.S. 26 - STATEN ISLAND","R","31","ELECTRICAL WORK FOR A/C INITIATIVE","3,146.56","CIP","R026","4108 VICTORY BOULEVARD","Staten Island","10128","STATEN IS","40.591702","-74.190648","502","50","5107386","5026340001","29102","SI0204","(40.591702, -74.190648)"
"Q009 SPED - QUEENS","Q","24","FULL PROGRAM ACCESSIBILITY / CAFETERIA UPGRADE / VENTILATION","18,766,000","CIP","Q009","58-74 57 STREET","Queens","10128","QUEENS","40.718935","-73.912208","405","30","4059130","4026310106","53501","QN0501","(40.718935, -73.912208)"
"NEW EXPLORATIONS - M","M","1","FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS","19,555,000","CIP","M022","111 COLUMBIA STREET","Manhattan","10128","MANHATTAN","40.718895","-73.979308","103","2","1004070","1003350001","2201","MN0302","(40.718895, -73.979308)"
"P.S. 136 - QUEENS","Q","29","FY24 RESO A LIBRARY UPGRADE","624,233","CIP","Q136","201-15 115 AVENUE","Queens","10128","QUEENS","40.698279","-73.752654","412","27","4236757","4110180021","520","QN1205","(40.698279, -73.752654)"
"HS FOR HEALTH PROF & HUMAN SERV-M","M","2","AUDITORIUM UPGRADE / ROOFS / PATH OF TRAVEL AUDITORIUM UPGRADE / PARAPETS / EXTERIOR MASONRY / WINDOWS","27,711,000","CIP","M475","345 EAST 15 STREET","Manhattan","10128","MANHATTAN","40.732447","-73.983031","106","2","1020419","1009220008","48","MN0602","(40.732447, -73.983031)"
"P.S. 119 - BRONX","X","8","STRUCTURAL ISSUES/BUILDING FACADES- PERM FIX / ROOFS / WINDOWS / PARAPETS","12,467,600","CIP","X119","1075 PUGSLEY AVENUE","Bronx","10128","BRONX","40.828518","-73.856569","209","18","2025696","2037890021","4001","BX0903","(40.828518, -73.856569)"
"P.S. 155 - QUEENS","Q","27","FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY","9,498,000","CIP","Q155","130-02 115 AVENUE","Queens","10128","QUEENS","40.67956","-73.8106","410","28","4252357","4116730001","176","QN1001","(40.67956, -73.8106)"
"P.S. 87 - QUEENS","Q","24","FY19 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE","1,300,000","CIP","Q087","79-38 67 DRIVE","Queens","10128","QUEENS","40.711858","-73.872558","405","30",,,"621","QN0504","(40.711858, -73.872558)"
"P.S. 223 - QUEENS","Q","27","LSP- DOMESTIC HOT WATER HEATER","237,744.76","CIP","Q223","125-20 SUTPHIN BOULEVARD","Queens","10128","QUEENS","40.674541","-73.789417","412","28","4261713","4120510001","18401","QN1203","(40.674541, -73.789417)"
"I.S. 5 - QUEENS","Q","24","PUBLIC ADDRESS SYSTEM / HVAC","4,710,000","CIP","Q005","50-40 JACOBUS STREET","Queens","10128","QUEENS","40.737918","-73.887407","404","30","4454423","4024500017","489","QN0203","(40.737918, -73.887407)"
"BRONX INTERNATIONAL - BRONX","X","9","TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT","3,463,919","CIP","X400","1110 BOSTON ROAD","Bronx","10128","BRONX","40.827642","-73.904473","203","17","2004526","2026340001","135","BX0301","(40.827642, -73.904473)"
"Q811 SPED - QUEENS","Q","29","FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT / FULL PROGRAM ACCESSIBILITY","13,821,000","CIP","Q822","114-36 202ND STREET","Queens","10128","QUEENS","40.699646","-73.752519","412","27","4236757","4110180021","520","QN1205","(40.699646, -73.752519)"
"P.S. 70 - BRONX","X","9","STH SBHC","3,250,000","CIP","X070","1691 WEEKS AVENUE","Bronx","10128","BRONX","40.844253","-73.907616","204","15","2007387","2027930028","22902","BX0403","(40.844253, -73.907616)"
"P.S. 131 - BROOKLYN","K","15","PLAYGROUND UPGRADE / STORM & SEWER PIPING REPLACEMENT / PATH OF TRAVEL PLAYGROUND UPGRADE","3,041,343.07","CIP","K131","4305 FORT HAMILTON PARKWAY","Brooklyn","10128","BROOKLYN","40.641157","-73.993482","312","44","3136085","3056030001","224","BK1202","(40.641157, -73.993482)"
"ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND","R","31","Demo","9,498,000","CAP","R126","57 CLEVELAND PLACE","Staten Is","10305","STATEN IS","40.602182","-74.068818","502","50","5108458","5030870001","2002","SI0201","(40.602182, -74.068818)"
"NEW YORK HARBOR SCHOOL ANNEX - MANHATTAN","M","78","Lease","35,826,423","CAP","M634","555 SHORT AVENUE","Manhattan","10004","MANHATTAN","40.691201","-74.020291","101","1","1086339","1000010010","5","MN0191","(40.691201, -74.020291)"
"P.S. 169 - BROOKLYN","K","15","ROOF REPLACEMENT / EXTERIOR MASONRY / PARAPETS / WINDOWS","14,790,025","CIP","K169","4305 7 AVENUE","Brooklyn","10128","BROOKLYN","40.64629","-74.001903","307","38","3011002","3007320001","9201","BK0703","(40.64629, -74.001903)"
"P.S. 216 - BROOKLYN","K","21","COVID VENTILATION / COVID CLIMATE CONTROL / COVID FIRE ALARM SYSTEM","5,494,000","CIP","K216","350 AVENUE X","Brooklyn","10128","BROOKLYN","40.590564","-73.969964","315","47","3195175","3071960001","37401","BK1301","(40.590564, -73.969964)"
"P.S. 112 - BRONX","X","11","FY23 RESO A PLAYGROUND UPGRADE","259,000","CIP","X112","1925 SCHIEFFELIN AVENUE","Bronx","10128","BRONX","40.885008","-73.843193","212","12","2065991","2049050500","458","BX1202","(40.885008, -73.843193)"
"P.S. 20 - BROOKLYN","K","13","FULL PROGRAM ACCESSIBILITY / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND RENOVATION / FIRE ALARM SYSTEM / FY24 RESO A GREEN ROOF","23,600,000","CIP","K020","225 ADELPHI STREET","Brooklyn","10128","BROOKLYN","40.690765","-73.971376","302","35","3058531","3020910003","183","BK0203","(40.690765, -73.971376)"
"P.S. 15 - BROOKLYN","K","15","GAS LEAK","16,754.48","CIP","K015","71 SULLIVAN STREET","Brooklyn","10128","BROOKLYN","40.677343","-74.011558","306","38","3008585","3005660001","5301","BK0601","(40.677343, -74.011558)"
"P.S. 190 - BROOKLYN","K","19","IPDVS INSTALLATION / FY24 RESO A IPDVS CAMERA INSTALLATION / FY24 RESO A IPDVS CAMERA INSTALLATION","510,000","CIP","K190","590 SHEFFIELD AVENUE","Brooklyn","10128","BROOKLYN","40.662326","-73.894441","305","42","3085491","3038380018","1128","BK0503","(40.662326, -73.894441)"
"MIDWOOD HS - BROOKLYN","K","22","PARAPETS / FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS","19,570,000","CIP","K405","2839 BEDFORD AVENUE","Brooklyn","10128","BROOKLYN","40.633237","-73.952929","314","45","3205788","3075530041","772","BK1401","(40.633237, -73.952929)"
"ACAD. OF MEDICAL TECHNOLOGY - Q","Q","27","FY23 RESO A ELECTRICAL UPGRADE","317,925","CIP","Q465","8-21 BAY 25 STREET","Queens","10128","QUEENS","40.60201","-73.762795","414","31","4300730","4157360001","100804","QN1401","(40.60201, -73.762795)"
"THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE","M","5","ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ELECTRICAL UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEMS","40,919,919","CIP","M501","2005 MADISON AVENUE","Manhattan","10128","MANHATTAN","40.807383","-73.939433","111","9","1054156","1017520022","206","MN1102","(40.807383, -73.939433)"
"I.S. 391 - BRONX","X","10","PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY23 RESO A PLAYGROUND UPGRADE","4,373,000","CIP","X137","2225 WEBSTER AVENUE","Bronx","10128","BRONX","40.854515","-73.896703","205","15","2013307","2031430043","379","BX0502","(40.854515, -73.896703)"
"P.S. 56 - QUEENS","Q","27","TCU REMOVAL/PLAYGROUND REDEVELOPMENT","1,225,000","CIP","Q056","86-10 114 STREET","Queens","10128","QUEENS","40.69919","-73.835299","409","29","4192689","4092260057","130","QN0902","(40.69919, -73.835299)"
"P.S. 110 - MANHATTAN","M","1","FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION","12,326,200","CIP","M110","285 DELANCEY STREET","Manhattan","10128","MANHATTAN","40.715915","-73.979893","103","1","1004066","1003310140","12","MN0302","(40.715915, -73.979893)"
"P.S. 166 - QUEENS","Q","30","ROOFS / PARAPETS / EXTERIOR MASONRY","10,740,000","CIP","Q166","33-09 35 AVENUE","Queens","10128","QUEENS","40.757309","-73.926733","401","26","4008220","4006100001","57","QN0103","(40.757309, -73.926733)"
"WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOK","K","16","BUILDING DRAIN BACKUP","835,519","CIP","K057","125 STUYVESANT AVENUE","Brooklyn","10128","BROOKLYN","40.691274","-73.933697","303","36","3043822","3016160001","291","BK0302","(40.691274, -73.933697)"
"P.S. 99 - BROOKLYN","K","21","FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM","12,771,000","CIP","K099","1120 EAST 10 STREET","Brooklyn","10128","BROOKLYN","40.621565","-73.965595","312","44","3171478","3065350011","454","BK1204","(40.621565, -73.965595)"
"P.S. 503 - BROOKLYN","K","20","LSP FY16 RESO A EXTERIOR PLAYGROUND LIGHTING","198,825","CIP","K314","330 59 STREET","Brooklyn","10128","BROOKLYN","40.642121","-74.018997","307","38","3016258","3008620012","74","BK0702","(40.642121, -74.018997)"
"P.S. 264 - BROOKLYN","K","20","FY23 RESO A AUDITORIUM UPGRADE","264,350","CIP","K264","371 89 STREET","Brooklyn","10128","BROOKLYN","40.620957","-74.03015","310","47","3413664","3060620141","60","BK1001","(40.620957, -74.03015)"
"SALVATION ARMY SUTTER DAY CARE","K","23","ACS EARLY LEARN LEASE IMPROVEMENT","677,000","CIP","KBDD","20 SUTTER AVENUE","Brooklyn","10128","BROOKLYN","40.665361","-73.922177","316","41","3081165","3035310023","900","BK1602","(40.665361, -73.922177)"
"P.S. 42 - QUEENS","Q","27","EXTERIOR MASONRY / WINDOWS / PARAPETS","15,970,000","CIP","Q042","488 BEACH 66 STREET","Queens","10128","QUEENS","40.594538","-73.795304","414","31","4302817","4160390014","964","QN1402","(40.594538, -73.795304)"
"P.S. 47 - BRONX","X","12","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","322,000","CIP","X047","1794 EAST 172 STREET","Bronx","10128","BRONX","40.832902","-73.866848","209","18","2025622","2037860016","76","BX0901","(40.832902, -73.866848)"
